sweep,model,hardware,N,method,sweep_axis,sweep_value,n_seeds,F_mean,F_std,F_sem,E_inf_uJ_mean,E_inf_uJ_std
p_scnn,SCNN-Crossbar-4b,Crossbar-4b,5,M2,p,0.9,3,0.9381,0.017,0.0098,0.2338,0.0
p_scnn,SCNN-Crossbar-4b,Crossbar-4b,5,M2,p,1.0,3,0.9895,0.0054,0.0031,0.2338,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M1,p,0.0,3,0.6892,0.0154,0.0089,0.8821,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M1,p,0.1,3,0.7067,0.0039,0.0022,0.8821,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M1,p,0.25,3,0.7487,0.0099,0.0057,0.8821,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M1,p,0.4,3,0.7976,0.0134,0.0077,0.8821,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M1,p,0.5,3,0.8186,0.0044,0.0026,0.8821,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M1,p,0.6,3,0.8583,0.0038,0.0022,0.8821,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M1,p,0.75,3,0.8823,0.037,0.0213,0.8821,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M1,p,0.9,3,0.9251,0.0074,0.0043,0.8821,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M1,p,1.0,3,0.9957,0.0042,0.0024,0.8821,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M2,p,0.0,3,0.7971,0.0255,0.0147,0.8806,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M2,p,0.1,3,0.8028,0.0172,0.0099,0.8806,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M2,p,0.25,3,0.7837,0.0068,0.0039,0.8806,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M2,p,0.4,3,0.7981,0.0348,0.0201,0.8806,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M2,p,0.5,3,0.8233,0.0149,0.0086,0.8806,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M2,p,0.6,3,0.8374,0.0133,0.0077,0.8806,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M2,p,0.75,3,0.8898,0.0069,0.004,0.8806,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M2,p,0.9,3,0.9133,0.0067,0.0038,0.8806,0.0
p_scnn,SCNN-Crossbar-8b,Crossbar-8b,5,M2,p,1.0,3,0.9857,0.0016,0.0009,0.8806,0.0
p_scnn,SCNN-Loihi,Loihi,5,M1,p,0.0,3,0.6902,0.0082,0.0047,0.2285,0.0
p_scnn,SCNN-Loihi,Loihi,5,M1,p,0.1,3,0.7006,0.0139,0.008,0.2285,0.0
p_scnn,SCNN-Loihi,Loihi,5,M1,p,0.25,3,0.7403,0.0067,0.0038,0.2285,0.0
p_scnn,SCNN-Loihi,Loihi,5,M1,p,0.4,3,0.792,0.0041,0.0024,0.2285,0.0
p_scnn,SCNN-Loihi,Loihi,5,M1,p,0.5,3,0.8351,0.002,0.0012,0.2285,0.0
p_scnn,SCNN-Loihi,Loihi,5,M1,p,0.6,3,0.858,0.0059,0.0034,0.2285,0.0
p_scnn,SCNN-Loihi,Loihi,5,M1,p,0.75,3,0.9098,0.0042,0.0025,0.2285,0.0
p_scnn,SCNN-Loihi,Loihi,5,M1,p,0.9,3,0.9376,0.0077,0.0044,0.2285,0.0
p_scnn,SCNN-Loihi,Loihi,5,M1,p,1.0,3,0.9923,0.0043,0.0025,0.2285,0.0
p_scnn,SCNN-Loihi,Loihi,5,M2,p,0.0,3,0.8082,0.0064,0.0037,0.2046,0.0
p_scnn,SCNN-Loihi,Loihi,5,M2,p,0.1,3,0.8177,0.0195,0.0112,0.2046,0.0
p_scnn,SCNN-Loihi,Loihi,5,M2,p,0.25,3,0.794,0.0064,0.0037,0.2046,0.0
p_scnn,SCNN-Loihi,Loihi,5,M2,p,0.4,3,0.8004,0.0224,0.013,0.2046,0.0
p_scnn,SCNN-Loihi,Loihi,5,M2,p,0.5,3,0.8194,0.0111,0.0064,0.2046,0.0
p_scnn,SCNN-Loihi,Loihi,5,M2,p,0.6,3,0.8516,0.0017,0.001,0.2046,0.0
p_scnn,SCNN-Loihi,Loihi,5,M2,p,0.75,3,0.8681,0.0129,0.0074,0.2046,0.0
p_scnn,SCNN-Loihi,Loihi,5,M2,p,0.9,3,0.8926,0.0092,0.0053,0.2046,0.0
p_scnn,SCNN-Loihi,Loihi,5,M2,p,1.0,3,0.9817,0.0047,0.0027,0.2046,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M1,p,0.0,3,0.9931,0.0007,0.0004,0.0145,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M1,p,0.1,3,0.993,0.0002,0.0001,0.0145,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M1,p,0.25,3,0.9902,0.0007,0.0004,0.0145,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M1,p,0.4,3,0.9857,0.0012,0.0007,0.0145,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M1,p,0.5,3,0.9842,0.0012,0.0007,0.0145,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M1,p,0.6,3,0.9844,0.002,0.0012,0.0145,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M1,p,0.75,3,0.9799,0.0027,0.0016,0.0145,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M1,p,0.9,3,0.9764,0.0005,0.0003,0.0145,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M1,p,1.0,3,0.9916,0.0098,0.0056,0.0145,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M2,p,0.0,3,0.9932,0.0015,0.0009,0.0142,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M2,p,0.1,3,0.9908,0.0007,0.0004,0.0142,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M2,p,0.25,3,0.9861,0.002,0.0012,0.0142,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M2,p,0.4,3,0.9806,0.0064,0.0037,0.0142,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M2,p,0.5,3,0.9817,0.004,0.0023,0.0142,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M2,p,0.6,3,0.9775,0.002,0.0012,0.0142,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M2,p,0.75,3,0.9656,0.0005,0.0003,0.0142,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M2,p,0.9,3,0.9742,0.0011,0.0006,0.0142,0.0
p_svae,SVAE-Crossbar-4b,Crossbar-4b,5,M2,p,1.0,3,0.9806,0.0152,0.0088,0.0142,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M1,p,0.0,3,0.9993,0.0001,0.0001,0.0546,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M1,p,0.1,3,0.9993,0.0001,0.0001,0.0546,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M1,p,0.25,3,0.9989,0.0002,0.0001,0.0546,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M1,p,0.4,3,0.9981,0.0003,0.0002,0.0546,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M1,p,0.5,3,0.9976,0.0001,0.0001,0.0546,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M1,p,0.6,3,0.9971,0.0004,0.0002,0.0546,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M1,p,0.75,3,0.9962,0.0005,0.0003,0.0546,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M1,p,0.9,3,0.9925,0.0005,0.0003,0.0546,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M1,p,1.0,3,0.9935,0.0008,0.0005,0.0546,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M2,p,0.0,3,0.9994,0.0001,0.0001,0.0535,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M2,p,0.1,3,0.9988,0.0007,0.0004,0.0535,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M2,p,0.25,3,0.9985,0.0008,0.0004,0.0535,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M2,p,0.4,3,0.997,0.0018,0.0011,0.0535,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M2,p,0.5,3,0.9962,0.0024,0.0014,0.0535,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M2,p,0.6,3,0.992,0.0081,0.0047,0.0535,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M2,p,0.75,3,0.9901,0.0057,0.0033,0.0535,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M2,p,0.9,3,0.9898,0.005,0.0029,0.0535,0.0
p_svae,SVAE-Crossbar-8b,Crossbar-8b,5,M2,p,1.0,3,0.99,0.0032,0.0018,0.0535,0.0
p_svae,SVAE-Norse,Loihi,5,M1,p,0.0,3,0.994,0.0004,0.0002,0.1106,0.0
p_svae,SVAE-Norse,Loihi,5,M1,p,0.1,3,0.9937,0.0006,0.0003,0.1106,0.0
p_svae,SVAE-Norse,Loihi,5,M1,p,0.25,3,0.9937,0.0011,0.0007,0.1106,0.0
p_svae,SVAE-Norse,Loihi,5,M1,p,0.4,3,0.9893,0.0056,0.0032,0.1106,0.0
p_svae,SVAE-Norse,Loihi,5,M1,p,0.5,3,0.992,0.0017,0.001,0.1106,0.0
p_svae,SVAE-Norse,Loihi,5,M1,p,0.6,3,0.9877,0.0014,0.0008,0.1106,0.0
p_svae,SVAE-Norse,Loihi,5,M1,p,0.75,3,0.9831,0.0007,0.0004,0.1106,0.0
p_svae,SVAE-Norse,Loihi,5,M1,p,0.9,3,0.9795,0.0008,0.0005,0.1106,0.0
p_svae,SVAE-Norse,Loihi,5,M1,p,1.0,3,0.9847,0.0007,0.0004,0.1106,0.0
p_svae,SVAE-Norse,Loihi,5,M2,p,0.0,3,0.9941,0.0005,0.0003,0.1093,0.0
p_svae,SVAE-Norse,Loihi,5,M2,p,0.1,3,0.9941,0.0005,0.0003,0.1093,0.0
p_svae,SVAE-Norse,Loihi,5,M2,p,0.25,3,0.9934,0.0005,0.0003,0.1093,0.0
p_svae,SVAE-Norse,Loihi,5,M2,p,0.4,3,0.993,0.0002,0.0001,0.1093,0.0
p_svae,SVAE-Norse,Loihi,5,M2,p,0.5,3,0.9924,0.0006,0.0003,0.1093,0.0
p_svae,SVAE-Norse,Loihi,5,M2,p,0.6,3,0.9904,0.0005,0.0003,0.1093,0.0
p_svae,SVAE-Norse,Loihi,5,M2,p,0.75,3,0.985,0.0014,0.0008,0.1093,0.0
p_svae,SVAE-Norse,Loihi,5,M2,p,0.9,3,0.9799,0.0008,0.0004,0.1093,0.0
p_svae,SVAE-Norse,Loihi,5,M2,p,1.0,3,0.9856,0.0009,0.0005,0.1093,0.0
p_svae,VAE,GPU,5,M1,p,0.0,3,0.9988,0.0001,0.0,52.7008,0.0
p_svae,VAE,GPU,5,M1,p,0.1,3,0.9988,0.0,0.0,52.7008,0.0
p_svae,VAE,GPU,5,M1,p,0.25,3,0.9972,0.0003,0.0002,52.7008,0.0
p_svae,VAE,GPU,5,M1,p,0.4,3,0.9944,0.0004,0.0002,52.7008,0.0
p_svae,VAE,GPU,5,M1,p,0.5,3,0.9926,0.0006,0.0003,52.7008,0.0
p_svae,VAE,GPU,5,M1,p,0.6,3,0.9862,0.0007,0.0004,52.7008,0.0
p_svae,VAE,GPU,5,M1,p,0.75,3,0.9779,0.0014,0.0008,52.7008,0.0
p_svae,VAE,GPU,5,M1,p,0.9,3,0.9755,0.0009,0.0005,52.7008,0.0
p_svae,VAE,GPU,5,M1,p,1.0,3,0.985,0.0007,0.0004,52.7008,0.0
p_svae,VAE,GPU,5,M2,p,0.0,3,0.9988,0.0001,0.0,49.9309,0.0
p_svae,VAE,GPU,5,M2,p,0.1,3,0.9985,0.0,0.0,49.9309,0.0
p_svae,VAE,GPU,5,M2,p,0.25,3,0.9972,0.0003,0.0002,49.9309,0.0
p_svae,VAE,GPU,5,M2,p,0.4,3,0.9948,0.0005,0.0003,49.9309,0.0
p_svae,VAE,GPU,5,M2,p,0.5,3,0.9912,0.0007,0.0004,49.9309,0.0
p_svae,VAE,GPU,5,M2,p,0.6,3,0.987,0.0013,0.0008,49.9309,0.0
p_svae,VAE,GPU,5,M2,p,0.75,3,0.9771,0.001,0.0006,49.9309,0.0
p_svae,VAE,GPU,5,M2,p,0.9,3,0.9749,0.0008,0.0005,49.9309,0.0
p_svae,VAE,GPU,5,M2,p,1.0,3,0.9848,0.0013,0.0008,49.9309,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M1,T,2,3,0.0,0.0,0.0,0.0229,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M1,T,4,3,0.7067,0.065,0.0375,0.0458,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M1,T,8,3,0.832,0.0278,0.0161,0.0917,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M1,T,16,3,0.7556,0.0195,0.0113,0.1834,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M1,T,32,3,0.7351,0.013,0.0075,0.3668,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M1,T,64,3,0.7641,0.0084,0.0049,0.7336,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M1,T,128,3,0.745,0.0231,0.0133,1.4672,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M2,T,2,3,0.0,0.0,0.0,0.023,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M2,T,4,3,0.756,0.0571,0.033,0.0459,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M2,T,8,3,0.8577,0.0243,0.014,0.0918,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M2,T,16,3,0.8816,0.0447,0.0258,0.1837,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M2,T,32,3,0.8576,0.0215,0.0124,0.3673,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M2,T,64,3,0.8455,0.0237,0.0137,0.7346,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,3,M2,T,128,3,0.8464,0.0446,0.0257,1.4692,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M1,T,2,3,0.0,0.0,0.0,0.0231,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M1,T,4,3,0.6572,0.1138,0.0657,0.0463,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M1,T,8,3,0.8081,0.0179,0.0103,0.0925,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M1,T,16,3,0.7629,0.0135,0.0078,0.185,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M1,T,32,3,0.7204,0.0054,0.0031,0.37,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M1,T,64,3,0.672,0.015,0.0087,0.7401,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M1,T,128,3,0.6749,0.0124,0.0072,1.4801,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M2,T,2,3,0.0,0.0,0.0,0.0246,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M2,T,4,3,0.7372,0.0488,0.0282,0.0492,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M2,T,8,3,0.8387,0.0253,0.0146,0.0984,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M2,T,16,3,0.8363,0.0193,0.0112,0.1968,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M2,T,32,3,0.8223,0.0172,0.0099,0.3936,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M2,T,64,3,0.8299,0.0219,0.0126,0.7872,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,5,M2,T,128,3,0.8365,0.016,0.0093,1.5745,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,8,M1,T,2,3,0.0,0.0,0.0,0.028,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,8,M1,T,4,3,0.677,0.0985,0.0569,0.056,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,8,M1,T,8,3,0.8188,0.012,0.0069,0.112,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,8,M1,T,16,3,0.8164,0.0049,0.0028,0.224,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,8,M1,T,32,3,0.7929,0.0173,0.01,0.448,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,8,M1,T,64,3,0.7558,0.0106,0.0061,0.8959,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,8,M1,T,128,3,0.7848,0.0161,0.0093,1.7918,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,8,M2,T,2,3,0.0,0.0,0.0,0.2948,0.0
t,SCNN-Crossbar-4b,Crossbar-4b,8,M2,T,4,3,0.0,0.0,0.0,,
t,SCNN-Crossbar-4b,Crossbar-4b,8,M2,T,8,3,0.0,0.0,0.0,,
t,SCNN-Crossbar-4b,Crossbar-4b,8,M2,T,16,3,0.0,0.0,0.0,,
t,SCNN-Crossbar-4b,Crossbar-4b,8,M2,T,32,3,0.0,0.0,0.0,,
t,SCNN-Crossbar-4b,Crossbar-4b,8,M2,T,64,3,0.0,0.0,0.0,,
t,SCNN-Crossbar-4b,Crossbar-4b,8,M2,T,128,3,0.0,0.0,0.0,,
t,SCNN-Crossbar-8b,Crossbar-8b,3,M1,T,2,3,0.0,0.0,0.0,0.0867,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M1,T,4,3,0.0,0.0,0.0,0.1733,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M1,T,8,3,0.8226,0.0258,0.0149,0.3467,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M1,T,16,3,0.8327,0.0116,0.0067,0.6933,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M1,T,32,3,0.8236,0.0044,0.0026,1.3867,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M1,T,64,3,0.7966,0.0196,0.0113,2.7734,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M1,T,128,3,0.7781,0.0112,0.0065,5.5468,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M2,T,2,3,0.0,0.0,0.0,0.0867,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M2,T,4,3,0.1875,0.3248,0.1875,0.1734,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M2,T,8,3,0.8551,0.0606,0.035,0.3468,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M2,T,16,3,0.8242,0.0062,0.0036,0.6936,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M2,T,32,3,0.871,0.0433,0.025,1.3872,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M2,T,64,3,0.8811,0.0268,0.0155,2.7744,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,3,M2,T,128,3,0.8599,0.0467,0.027,5.5488,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M1,T,2,3,0.0,0.0,0.0,0.0869,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M1,T,4,3,0.2127,0.1915,0.1106,0.1737,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M1,T,8,3,0.8165,0.0075,0.0043,0.3475,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M1,T,16,3,0.8033,0.0015,0.0009,0.695,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M1,T,32,3,0.7706,0.012,0.0069,1.3899,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M1,T,64,3,0.7354,0.0086,0.0049,2.7799,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M1,T,128,3,0.7177,0.0042,0.0024,5.5597,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M2,T,2,3,0.0,0.0,0.0,0.0883,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M2,T,4,3,0.349,0.2887,0.1667,0.1767,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M2,T,8,3,0.8303,0.0404,0.0233,0.3534,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M2,T,16,3,0.8713,0.0278,0.0161,0.7068,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M2,T,32,3,0.8457,0.0209,0.0121,1.4135,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M2,T,64,3,0.8331,0.0219,0.0127,2.8271,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,5,M2,T,128,3,0.8413,0.0094,0.0054,5.6541,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,8,M1,T,2,3,0.0,0.0,0.0,0.0917,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,8,M1,T,4,3,0.3334,0.0298,0.0172,0.1835,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,8,M1,T,8,3,0.8194,0.0018,0.001,0.367,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,8,M1,T,16,3,0.8145,0.0032,0.0018,0.7339,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,8,M1,T,32,3,0.8057,0.0023,0.0013,1.4679,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,8,M1,T,64,3,0.7997,0.0056,0.0032,2.9357,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,8,M1,T,128,3,0.7879,0.0081,0.0047,5.8714,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,8,M2,T,2,3,0.0,0.0,0.0,0.3585,0.0
t,SCNN-Crossbar-8b,Crossbar-8b,8,M2,T,4,3,0.0,0.0,0.0,,
t,SCNN-Crossbar-8b,Crossbar-8b,8,M2,T,8,3,0.0,0.0,0.0,,
t,SCNN-Crossbar-8b,Crossbar-8b,8,M2,T,16,3,0.0,0.0,0.0,,
t,SCNN-Crossbar-8b,Crossbar-8b,8,M2,T,32,3,0.0,0.0,0.0,,
t,SCNN-Crossbar-8b,Crossbar-8b,8,M2,T,64,3,0.0,0.0,0.0,,
t,SCNN-Crossbar-8b,Crossbar-8b,8,M2,T,128,3,0.0,0.0,0.0,,
t,SCNN-Loihi,Loihi,3,M1,T,2,3,0.6955,0.0304,0.0176,0.0272,0.0
t,SCNN-Loihi,Loihi,3,M1,T,4,3,0.6901,0.0032,0.0018,0.0545,0.0
t,SCNN-Loihi,Loihi,3,M1,T,8,3,0.8113,0.1499,0.0866,0.109,0.0
t,SCNN-Loihi,Loihi,3,M1,T,16,3,0.878,0.007,0.004,0.218,0.0
t,SCNN-Loihi,Loihi,3,M1,T,32,3,0.8441,0.0103,0.006,0.4359,0.0
t,SCNN-Loihi,Loihi,3,M1,T,64,3,0.8384,0.0133,0.0077,0.8718,0.0
t,SCNN-Loihi,Loihi,3,M1,T,128,3,0.8251,0.0091,0.0053,1.7437,0.0
t,SCNN-Loihi,Loihi,3,M2,T,2,3,0.7025,0.021,0.0121,0.0285,0.0
t,SCNN-Loihi,Loihi,3,M2,T,4,3,0.6809,0.0422,0.0244,0.0571,0.0
t,SCNN-Loihi,Loihi,3,M2,T,8,3,0.9008,0.0118,0.0068,0.1141,0.0
t,SCNN-Loihi,Loihi,3,M2,T,16,3,0.8969,0.0246,0.0142,0.2283,0.0
t,SCNN-Loihi,Loihi,3,M2,T,32,3,0.8861,0.0119,0.0068,0.4565,0.0
t,SCNN-Loihi,Loihi,3,M2,T,64,3,0.8716,0.0427,0.0247,0.9131,0.0
t,SCNN-Loihi,Loihi,3,M2,T,128,3,0.9005,0.0397,0.0229,1.8261,0.0
t,SCNN-Loihi,Loihi,5,M1,T,2,3,0.5176,0.0081,0.0047,0.0661,0.0
t,SCNN-Loihi,Loihi,5,M1,T,4,3,0.5108,0.0044,0.0026,0.1321,0.0
t,SCNN-Loihi,Loihi,5,M1,T,8,3,0.8411,0.005,0.0029,0.2643,0.0
t,SCNN-Loihi,Loihi,5,M1,T,16,3,0.8306,0.0017,0.001,0.5285,0.0
t,SCNN-Loihi,Loihi,5,M1,T,32,3,0.8129,0.0033,0.0019,1.057,0.0
t,SCNN-Loihi,Loihi,5,M1,T,64,3,0.8161,0.0052,0.003,2.1141,0.0
t,SCNN-Loihi,Loihi,5,M1,T,128,3,0.813,0.0037,0.0021,4.2281,0.0
t,SCNN-Loihi,Loihi,5,M2,T,2,3,0.5133,0.0022,0.0013,0.1258,0.0
t,SCNN-Loihi,Loihi,5,M2,T,4,3,0.5268,0.0216,0.0125,0.2516,0.0
t,SCNN-Loihi,Loihi,5,M2,T,8,3,0.8519,0.008,0.0046,0.5031,0.0
t,SCNN-Loihi,Loihi,5,M2,T,16,3,0.844,0.0147,0.0085,1.0063,0.0
t,SCNN-Loihi,Loihi,5,M2,T,32,3,0.813,0.0158,0.0091,2.0126,0.0
t,SCNN-Loihi,Loihi,5,M2,T,64,3,0.8313,0.0271,0.0156,4.0251,0.0
t,SCNN-Loihi,Loihi,5,M2,T,128,3,0.8213,0.0111,0.0064,8.0502,0.0
t,SCNN-Loihi,Loihi,8,M1,T,2,3,0.4133,0.0006,0.0003,1.2979,0.0
t,SCNN-Loihi,Loihi,8,M1,T,4,3,0.502,0.0,0.0,2.5958,0.0
t,SCNN-Loihi,Loihi,8,M1,T,8,3,0.8289,0.0025,0.0014,5.1917,0.0
t,SCNN-Loihi,Loihi,8,M1,T,16,3,0.8185,0.0016,0.0009,10.3834,0.0
t,SCNN-Loihi,Loihi,8,M1,T,32,3,0.814,0.0025,0.0015,20.7668,0.0
t,SCNN-Loihi,Loihi,8,M1,T,64,3,0.8097,0.0023,0.0013,41.5336,0.0
t,SCNN-Loihi,Loihi,8,M1,T,128,3,0.8043,0.0034,0.002,83.0671,0.0
t,SCNN-Loihi,Loihi,8,M2,T,2,3,0.4145,0.0006,0.0004,12.1016,0.0
t,SCNN-Loihi,Loihi,8,M2,T,4,3,0.4334,0.017,0.0098,24.2032,0.0
t,SCNN-Loihi,Loihi,8,M2,T,8,3,0.6849,0.0031,0.0018,48.4064,0.0
t,SCNN-Loihi,Loihi,8,M2,T,16,3,0.6756,0.0019,0.0011,96.8129,0.0
t,SCNN-Loihi,Loihi,8,M2,T,32,3,0.6643,0.0098,0.0056,193.6258,0.0
t,SCNN-Loihi,Loihi,8,M2,T,64,3,0.6701,0.008,0.0046,387.2516,0.0
t,SCNN-Loihi,Loihi,8,M2,T,128,3,0.6576,0.0059,0.0034,774.5032,0.0
