Study,Architecture,Model,Hardware,N,Method,M,T,Fidelity,E_inference_uJ,E_training_mJ,Speedup,n_params,Time_sec,Steps
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M1,,4,0.5625,0.173327,,,83200,5.53,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M1,,8,0.740567,0.346655,,,83200,9.87,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M1,,16,0.841613,0.693309,,,83200,18.54,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M1,,32,0.783843,1.386619,,,83200,36.32,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M1,,64,0.713227,2.773238,,,83200,72.35,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M1,,128,0.707291,5.546476,,,83200,143.49,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M1,,2,0.678436,0.02704,,,83200,2.88,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M1,,4,0.658382,0.05408,,,83200,4.01,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M1,,8,0.8469,0.10816,,,83200,7.16,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M1,,16,0.874357,0.21632,,,83200,13.47,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M1,,32,0.845935,0.43264,,,83200,26.02,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M1,,64,0.837653,0.86528,,,83200,51.79,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M1,,128,0.826452,1.73056,,,83200,103.36,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M1,,2,0.0,0.023004,,,294016,8.58,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M1,,4,0.617228,0.046008,,,294016,14.0,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M1,,8,0.810131,0.092016,,,294016,24.36,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M1,,16,0.807187,0.184032,,,294016,45.67,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M1,,32,0.75509,0.368064,,,294016,89.68,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M1,,64,0.719501,0.736128,,,294016,184.41,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M1,,128,0.707592,1.472256,,,294016,391.79,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M1,,2,0.0,0.086748,,,294016,8.55,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M1,,4,0.413983,0.173496,,,294016,13.93,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M1,,8,0.719252,0.346992,,,294016,24.79,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M1,,16,0.814833,0.693984,,,294016,45.77,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M1,,32,0.80024,1.387968,,,294016,89.0,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M1,,64,0.769649,2.775936,,,294016,183.35,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M1,,128,0.754715,5.551872,,,294016,388.61,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M1,,2,0.504544,0.061088,,,294016,4.56,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M1,,4,0.515625,0.122176,,,294016,7.12,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M1,,8,0.829756,0.244353,,,294016,12.18,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M1,,16,0.838818,0.488705,,,294016,22.53,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M1,,32,0.828521,0.977411,,,294016,42.73,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M1,,64,0.81713,1.954822,,,294016,86.55,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M1,,128,0.816748,3.909643,,,294016,182.55,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M1,,2,0.0,0.027159,,,10680320,197.21,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M1,,4,0.792167,0.054317,,,10680320,314.59,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M1,,8,0.810961,0.108634,,,10680320,542.23,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M1,,16,0.816798,0.217268,,,10680320,980.23,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M1,,32,0.783953,0.434536,,,10680320,1879.92,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M1,,64,0.766383,0.869073,,,10680320,13719.39,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M1,,128,0.774303,1.738146,,,10680320,9941.81,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M1,,2,0.0,0.090903,,,10680320,197.47,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M1,,4,0.286334,0.181805,,,10680320,310.09,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M1,,8,0.815157,0.36361,,,10680320,544.0,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M1,,16,0.8086,0.72722,,,10680320,980.6,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M1,,32,0.799617,1.45444,,,10680320,1886.1,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M1,,64,0.778408,2.908881,,,10680320,3624.92,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M1,,128,0.799416,5.817762,,,10680320,8473.78,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M1,,2,0.413668,1.26395,,,10680320,72.98,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M1,,4,0.501953,2.5279,,,10680320,95.49,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M1,,8,0.831489,5.055799,,,10680320,136.98,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M1,,16,0.80005,10.111599,,,10680320,233.35,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M1,,32,0.782502,20.223197,,,10680320,426.89,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M1,,64,0.763978,40.446394,,,10680320,814.92,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M1,,128,0.748957,80.892789,,,10680320,5564.74,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,3,M2,,2,0.0,0.022927,,,101632,6.84,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,3,M2,,4,0.771625,0.045854,,,101632,11.14,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,3,M2,,8,0.845335,0.091708,,,101632,18.18,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,3,M2,,16,0.92873,0.183416,,,101632,32.84,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,3,M2,,32,0.819735,0.366833,,,101632,61.09,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,3,M2,,64,0.835599,0.733666,,,101632,120.91,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,3,M2,,128,0.830066,1.467331,,,101632,242.21,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M2,,2,0.0,0.086671,,,101632,6.96,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M2,,4,0.0625,0.173342,,,101632,10.93,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M2,,8,0.774827,0.346684,,,101632,18.5,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M2,,16,0.892899,0.693368,,,101632,31.48,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M2,,32,0.887518,1.386737,,,101632,62.19,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M2,,64,0.906561,2.773474,,,101632,119.41,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,3,M2,,128,0.882996,5.546947,,,101632,234.25,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M2,,2,0.729049,0.027339,,,101632,4.67,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M2,,4,0.668717,0.054677,,,101632,7.39,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M2,,8,0.912799,0.109354,,,101632,13.01,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M2,,16,0.882793,0.218709,,,101632,22.55,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M2,,32,0.874056,0.437418,,,101632,42.06,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M2,,64,0.833721,0.874835,,,101632,77.14,500
T_sweep,SCNN,Norse-Simple2D,Loihi,3,M2,,128,0.832679,1.74967,,,101632,152.11,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M2,,2,0.0,0.023127,,,601216,19.18,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M2,,4,0.772886,0.046254,,,601216,29.57,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M2,,8,0.832892,0.092508,,,601216,47.28,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M2,,16,0.794764,0.185015,,,601216,88.0,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M2,,32,0.818655,0.37003,,,601216,166.4,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M2,,64,0.804279,0.74006,,,601216,305.09,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,5,M2,,128,0.832406,1.480121,,,601216,581.91,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M2,,2,0.0,0.086871,,,601216,19.16,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M2,,4,0.015625,0.173742,,,601216,29.63,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M2,,8,0.747485,0.347484,,,601216,49.23,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M2,,16,0.843983,0.694967,,,601216,88.73,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M2,,32,0.860784,1.389934,,,601216,165.61,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M2,,64,0.792774,2.779868,,,601216,307.29,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,5,M2,,128,0.853554,5.559737,,,601216,582.56,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M2,,2,0.520455,0.066065,,,601216,10.5,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M2,,4,0.522069,0.13213,,,601216,13.84,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M2,,8,0.832739,0.264259,,,601216,22.58,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M2,,16,0.816843,0.528519,,,601216,39.77,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M2,,32,0.79468,1.057037,,,601216,73.42,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M2,,64,0.789471,2.114074,,,601216,144.11,500
T_sweep,SCNN,Norse-Simple2D,Loihi,5,M2,,128,0.803326,4.228148,,,601216,277.07,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M2,,2,0.0,0.029675,,,16971776,259.25,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M2,,4,0.727357,0.05935,,,16971776,432.99,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M2,,8,0.835795,0.1187,,,16971776,6060.37,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M2,,16,0.819861,0.237401,,,16971776,1479.95,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M2,,32,0.810235,0.474802,,,16971776,2888.77,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M2,,64,0.794995,0.949604,,,16971776,5685.4,500
T_sweep,SCNN,Crossbar-4b,Crossbar-4b,8,M2,,128,0.799006,1.899207,,,16971776,14732.81,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M2,,2,0.0,0.093419,,,16971776,258.91,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M2,,4,0.35672,0.186838,,,16971776,430.48,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M2,,8,0.712607,0.373676,,,16971776,782.58,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M2,,16,0.821806,0.747353,,,16971776,1474.62,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M2,,32,0.826445,1.494706,,,16971776,2887.58,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M2,,64,0.829826,2.989412,,,16971776,5672.13,500
T_sweep,SCNN,Crossbar-8b,Crossbar-8b,8,M2,,128,0.840488,5.978823,,,16971776,27619.86,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M2,,2,0.41372,1.365871,,,16971776,61.59,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M2,,4,0.420113,2.731743,,,16971776,89.78,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M2,,8,0.81616,5.463486,,,16971776,156.6,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M2,,16,0.798674,10.926971,,,16971776,269.76,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M2,,32,0.80591,21.853943,,,16971776,514.6,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M2,,64,0.805215,43.707885,,,16971776,3233.95,500
T_sweep,SCNN,Norse-Simple2D,Loihi,8,M2,,128,0.804254,87.41577,,,16971776,2035.25,500
SCGAN_benchmark,SCGAN,CGAN,GPU,3,M2,4,8,0.8623,6.7991,79796.8,1.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Norse,Loihi,3,M2,4,8,0.7812,0.055,171842.5,124.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-8b,Crossbar-8b,3,M2,4,8,0.7627,0.2897,216702.5,23.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-4b,Crossbar-4b,3,M2,4,8,0.7607,0.0765,216258.7,89.0,,,1000
SCGAN_benchmark,SCGAN,CGAN,GPU,4,M2,4,8,0.8044,7.4964,96136.4,1.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Norse,Loihi,4,M2,4,8,0.8203,0.0552,182239.5,136.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-8b,Crossbar-8b,4,M2,4,8,0.8367,0.2899,231097.1,26.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-4b,Crossbar-4b,4,M2,4,8,0.8429,0.0766,235200.9,98.0,,,1000
SCGAN_benchmark,SCGAN,CGAN,GPU,5,M2,4,8,0.759,17.2593,616413.7,1.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Norse,Loihi,5,M2,4,8,0.8507,0.0708,1060962.4,244.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-8b,Crossbar-8b,5,M2,4,8,0.7785,0.3532,1796107.8,49.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-4b,Crossbar-4b,5,M2,4,8,0.83,0.0934,1843040.9,185.0,,,1000
SCGAN_benchmark,SCGAN,CGAN,GPU,6,M2,4,8,0.7904,95.3618,1525207.6,1.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Norse,Loihi,6,M2,4,8,0.8269,0.148,2543869.6,645.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-8b,Crossbar-8b,6,M2,4,8,0.8213,0.6056,4916773.1,157.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-4b,Crossbar-4b,6,M2,4,8,0.8372,0.1608,4891231.4,593.0,,,1000
SCGAN_benchmark,SCGAN,CGAN,GPU,7,M2,4,8,0.7551,720.182,10409414.8,1.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Norse,Loihi,7,M2,4,8,0.801,0.5755,17099706.4,1251.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-8b,Crossbar-8b,7,M2,4,8,0.765,1.6162,35259241.6,446.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-4b,Crossbar-4b,7,M2,4,8,0.7967,0.4326,35485719.7,1665.0,,,1000
SCGAN_benchmark,SCGAN,CGAN,GPU,8,M2,4,8,0.7634,5718.7438,41830887.3,1.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Norse,Loihi,8,M2,4,8,0.8075,3.2369,73201560.1,1767.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-8b,Crossbar-8b,8,M2,4,8,0.8052,5.6781,203139595.6,1007.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-4b,Crossbar-4b,8,M2,4,8,0.8019,1.5422,201655324.1,3708.0,,,1000
SCGAN_benchmark,SCGAN,CGAN,GPU,3,M1,256,8,0.739,6.6901,91658.7,1.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Norse,Loihi,3,M1,256,8,0.6155,0.0549,173652.9,122.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-8b,Crossbar-8b,3,M1,256,8,0.7675,0.2896,222257.0,23.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-4b,Crossbar-4b,3,M1,256,8,0.7836,0.0765,221229.6,87.0,,,1000
SCGAN_benchmark,SCGAN,CGAN,GPU,4,M1,256,8,0.7404,7.8669,174272.5,1.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Norse,Loihi,4,M1,256,8,0.5927,0.0554,296898.2,142.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-8b,Crossbar-8b,4,M1,256,8,0.7324,0.2901,371869.0,27.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-4b,Crossbar-4b,4,M1,256,8,0.6382,0.0766,369397.2,103.0,,,1000
SCGAN_benchmark,SCGAN,CGAN,GPU,5,M1,256,8,0.4953,27.2836,1639967.5,1.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Norse,Loihi,5,M1,256,8,0.5013,0.0746,2537548.1,366.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-8b,Crossbar-8b,5,M1,256,8,0.491,0.3542,3390213.5,77.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-4b,Crossbar-4b,5,M1,256,8,0.5006,0.0937,3384045.5,291.0,,,1000
SCGAN_benchmark,SCGAN,CGAN,GPU,6,M1,256,8,0.5271,95.3618,3352355.1,1.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Norse,Loihi,6,M1,256,8,0.6804,0.148,4226255.5,645.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-8b,Crossbar-8b,6,M1,256,8,0.6518,0.6056,6477940.0,157.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-4b,Crossbar-4b,6,M1,256,8,0.5694,0.1608,6808412.6,593.0,,,1000
SCGAN_benchmark,SCGAN,CGAN,GPU,7,M1,256,8,0.5896,363.1419,18493844.3,1.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Norse,Loihi,7,M1,256,8,0.6027,0.4396,21915060.4,826.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-8b,Crossbar-8b,7,M1,256,8,0.5732,1.6108,32351130.2,225.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-4b,Crossbar-4b,7,M1,256,8,0.5572,0.4287,33841078.9,847.0,,,1000
SCGAN_benchmark,SCGAN,CGAN,GPU,8,M1,256,8,0.553,1434.2623,78262227.8,1.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Norse,Loihi,8,M1,256,8,0.6071,1.6062,87974177.4,893.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-8b,Crossbar-8b,8,M1,256,8,0.5998,5.6317,125376486.0,255.0,,,1000
SCGAN_benchmark,SCGAN,SCGAN-Crossbar-4b,Crossbar-4b,8,M1,256,8,0.561,1.5004,126152574.4,956.0,,,1000
