sweep,model,hardware,N,method,sweep_axis,sweep_value,n_seeds,F_mean,F_std,F_sem,E_inf_uJ_mean,E_inf_uJ_std
vth,SCNN-Crossbar-8b,Crossbar-8b,5,M1,V_th,1.0,3,0.998,0.0035,0.002,6.0639,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,5,M1,V_th,1.5,3,1.0,0.0,0.0,6.0639,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,5,M2,V_th,0.3,3,0.994,0.003,0.0017,6.0653,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,5,M2,V_th,0.5,3,0.9955,0.0015,0.0009,6.0653,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,5,M2,V_th,0.7,3,0.9908,0.0061,0.0035,6.0653,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,5,M2,V_th,1.0,3,0.9726,0.0246,0.0142,6.0653,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,5,M2,V_th,1.5,3,0.9815,0.0321,0.0185,6.0653,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,8,M1,V_th,0.3,3,0.9857,0.0007,0.0004,56.6181,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,8,M1,V_th,0.5,3,0.9748,0.0015,0.0009,56.6181,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,8,M1,V_th,0.7,3,0.9683,0.0048,0.0028,56.6181,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,8,M1,V_th,1.0,3,0.9477,0.0113,0.0065,56.6181,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,8,M1,V_th,1.5,3,0.9051,0.0167,0.0096,56.6181,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,8,M2,V_th,0.3,3,0.975,0.0071,0.0041,56.6392,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,8,M2,V_th,0.5,3,0.9842,0.0049,0.0028,56.6392,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,8,M2,V_th,0.7,3,0.9824,0.0012,0.0007,56.6392,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,8,M2,V_th,1.0,3,0.9709,0.001,0.0006,56.6392,0.0
vth,SCNN-Crossbar-8b,Crossbar-8b,8,M2,V_th,1.5,3,0.8932,0.0255,0.0147,56.6392,0.0
vth,SCNN-Loihi,Loihi,3,M1,V_th,0.3,3,0.999,0.0002,0.0001,0.6245,0.0
vth,SCNN-Loihi,Loihi,3,M1,V_th,0.5,3,0.7858,0.3703,0.2138,0.6245,0.0
vth,SCNN-Loihi,Loihi,3,M1,V_th,0.7,3,0.9994,0.0005,0.0003,0.6245,0.0
vth,SCNN-Loihi,Loihi,3,M1,V_th,1.0,3,0.749,0.4348,0.251,0.6245,0.0
vth,SCNN-Loihi,Loihi,3,M1,V_th,1.5,3,1.0,0.0,0.0,0.6245,0.0
vth,SCNN-Loihi,Loihi,3,M2,V_th,0.3,3,0.9987,0.0006,0.0004,0.6251,0.0
vth,SCNN-Loihi,Loihi,3,M2,V_th,0.5,3,0.9992,0.0004,0.0002,0.6251,0.0
vth,SCNN-Loihi,Loihi,3,M2,V_th,0.7,3,0.9991,0.0009,0.0005,0.6251,0.0
vth,SCNN-Loihi,Loihi,3,M2,V_th,1.0,3,1.0,0.0,0.0,0.6251,0.0
vth,SCNN-Loihi,Loihi,3,M2,V_th,1.5,3,1.0,0.0,0.0,0.6251,0.0
vth,SCNN-Loihi,Loihi,5,M1,V_th,0.3,3,0.9989,0.0002,0.0001,1.8532,0.0
vth,SCNN-Loihi,Loihi,5,M1,V_th,0.5,3,0.998,0.0005,0.0003,1.8532,0.0
vth,SCNN-Loihi,Loihi,5,M1,V_th,0.7,3,0.9986,0.0003,0.0002,1.8532,0.0
vth,SCNN-Loihi,Loihi,5,M1,V_th,1.0,3,0.9983,0.0011,0.0006,1.8532,0.0
vth,SCNN-Loihi,Loihi,5,M1,V_th,1.5,3,1.0,0.0,0.0,1.8532,0.0
vth,SCNN-Loihi,Loihi,5,M2,V_th,0.3,3,0.9958,0.0003,0.0002,1.8748,0.0
vth,SCNN-Loihi,Loihi,5,M2,V_th,0.5,3,0.9943,0.0013,0.0007,1.8748,0.0
vth,SCNN-Loihi,Loihi,5,M2,V_th,0.7,3,0.9965,0.0007,0.0004,1.8748,0.0
vth,SCNN-Loihi,Loihi,5,M2,V_th,1.0,3,0.996,0.0012,0.0007,1.8748,0.0
vth,SCNN-Loihi,Loihi,5,M2,V_th,1.5,3,0.998,0.0008,0.0004,1.8748,0.0
vth,SCNN-Loihi,Loihi,8,M1,V_th,0.3,3,0.9966,0.0005,0.0003,13.5592,0.0
vth,SCNN-Loihi,Loihi,8,M1,V_th,0.5,3,0.9897,0.0009,0.0005,13.5592,0.0
vth,SCNN-Loihi,Loihi,8,M1,V_th,0.7,3,0.9799,0.0006,0.0004,13.5592,0.0
vth,SCNN-Loihi,Loihi,8,M1,V_th,1.0,3,0.9719,0.0032,0.0018,13.5592,0.0
vth,SCNN-Loihi,Loihi,8,M1,V_th,1.5,3,0.9731,0.003,0.0017,13.5592,0.0
vth,SCNN-Loihi,Loihi,8,M2,V_th,0.3,3,0.9764,0.0024,0.0014,14.09,0.0
vth,SCNN-Loihi,Loihi,8,M2,V_th,0.5,3,0.9512,0.0024,0.0014,14.09,0.0
vth,SCNN-Loihi,Loihi,8,M2,V_th,0.7,3,0.953,0.0029,0.0017,14.09,0.0
vth,SCNN-Loihi,Loihi,8,M2,V_th,1.0,3,0.9767,0.0005,0.0003,14.09,0.0
vth,SCNN-Loihi,Loihi,8,M2,V_th,1.5,3,0.9748,0.0011,0.0006,14.09,0.0
